station_name,start_rides,station_lat,station_lng,end_rides,total_activity,net_inflow,abs_net_inflow,imbalance_ratio,imbalance_type
Academy St & Nagle Ave,54,40.862562,-73.922661,67,121,13,13,0.1074380165289256,net_inflow_accumulation
Adam Clayton Powell Blvd & W 115 St,485,40.802535,-73.9532423,620,1105,135,135,0.1221719457013574,net_inflow_accumulation
Adam Clayton Powell Blvd & W 118 St,561,40.804372,-73.951475,707,1268,146,146,0.1151419558359621,net_inflow_accumulation
Adam Clayton Powell Blvd & W 123 St,738,40.8078316,-73.949373,819,1557,81,81,0.0520231213872832,net_inflow_accumulation
Adam Clayton Powell Blvd & W 126 St,1106,40.80949534777948,-73.94776493310928,1138,2244,32,32,0.0142602495543672,net_inflow_accumulation
Adam Clayton Powell Blvd & W 130 St,412,40.812346,-73.946168,426,838,14,14,0.0167064439140811,net_inflow_accumulation
Adam Clayton Powell Blvd & W 132 St,431,40.813539,-73.94521,466,897,35,35,0.0390189520624303,net_inflow_accumulation
Adam Clayton Powell Blvd & W 138 St,608,40.81695971032464,-73.9422959089279,722,1330,114,114,0.0857142857142857,net_inflow_accumulation
Adam Clayton Powell Blvd & W 141 St,281,40.819241,-73.941057,345,626,64,64,0.1022364217252396,net_inflow_accumulation
Adam Clayton Powell Blvd & W 151 St,250,40.825289,-73.936232,284,534,34,34,0.0636704119850187,net_inflow_accumulation
Adams St & 12 St,0,40.751889392240685,-74.03329162748534,1,1,1,1,1.0,net_inflow_accumulation
Adams St & Prospect St,942,40.70076308326151,-73.98869812488556,721,1663,-221,221,-0.1328923631990378,net_outflow_shortage
Adelphi St & Myrtle Ave,1280,40.69308257,-73.97178913,1674,2954,394,394,0.1333784698713608,net_inflow_accumulation
Albany Ave & Carroll St,221,40.6667,-73.93972,261,482,40,40,0.0829875518672199,net_inflow_accumulation
Albany Ave & Fulton St,356,40.6800105,-73.938475,359,715,3,3,0.0041958041958041,net_inflow_accumulation
Albany Ave & Park Pl,194,40.67297,-73.93896,166,360,-28,28,-0.0777777777777777,net_outflow_shortage
Albany St & Greenwich St,1301,40.709267,-74.013247,1085,2386,-216,216,-0.0905280804694048,net_outflow_shortage
Albemarle Rd & E 21 St,186,40.64741,-73.95933,228,414,42,42,0.1014492753623188,net_inflow_accumulation
Albemarle Rd & McDonald Ave,201,40.645074,-73.979681,207,408,6,6,0.0147058823529411,net_inflow_accumulation
Alexander Ave & E 134 St,258,40.807466,-73.927107,298,556,40,40,0.0719424460431654,net_inflow_accumulation
Allen St & Hester St,2010,40.71606,-73.99191,2438,4448,428,428,0.0962230215827338,net_inflow_accumulation
Allen St & Rivington St,2540,40.72019576,-73.98997825,2846,5386,306,306,0.0568139621240252,net_inflow_accumulation
Allen St & Stanton St,2515,40.722055,-73.989111,2990,5505,475,475,0.0862851952770208,net_inflow_accumulation
Amory Ct & Metropolitan Ave,109,40.71301,-73.90968,173,282,64,64,0.226950354609929,net_inflow_accumulation
Amsterdam Ave & W 119 St,690,40.8086249,-73.9596214,525,1215,-165,165,-0.1358024691358024,net_outflow_shortage
Amsterdam Ave & W 125 St,357,40.813358,-73.956461,405,762,48,48,0.0629921259842519,net_inflow_accumulation
Amsterdam Ave & W 131 St,226,40.816355,-73.954295,227,453,1,1,0.0022075055187637,net_inflow_accumulation
Amsterdam Ave & W 136 St,317,40.819746,-73.951819,314,631,-3,3,-0.0047543581616481,net_outflow_shortage
Amsterdam Ave & W 152 St,258,40.829523,-73.944279,256,514,-2,2,-0.0038910505836575,net_outflow_shortage
Amsterdam Ave & W 156 St,218,40.832081,-73.942386,168,386,-50,50,-0.1295336787564766,net_outflow_shortage
Amsterdam Ave & W 162 St,199,40.83618,-73.939789,194,393,-5,5,-0.0127226463104325,net_outflow_shortage
Amsterdam Ave & W 167 St,198,40.839443,-73.937044,186,384,-12,12,-0.03125,net_outflow_shortage
Amsterdam Ave & W 172 St,263,40.842173,-73.935111,205,468,-58,58,-0.1239316239316239,net_outflow_shortage
Amsterdam Ave & W 175 St,227,40.844044,-73.933651,237,464,10,10,0.021551724137931,net_inflow_accumulation
Amsterdam Ave & W 180 St,100,40.847396,-73.931205,78,178,-22,22,-0.1235955056179775,net_outflow_shortage
Amsterdam Ave & W 183 St,82,40.84925,-73.93022,71,153,-11,11,-0.0718954248366013,net_outflow_shortage
Amsterdam Ave & W 186 St,90,40.851113,-73.928808,110,200,20,20,0.1,net_inflow_accumulation
Amsterdam Ave & W 189 St,108,40.85318758861975,-73.92715752124786,127,235,19,19,0.0808510638297872,net_inflow_accumulation
Amsterdam Ave & W 66 St,1114,40.7746671,-73.98470567,1357,2471,243,243,0.0983407527316875,net_inflow_accumulation
Amsterdam Ave & W 73 St,2921,40.77966809007312,-73.98093044757842,3385,6306,464,464,0.073580716777672,net_inflow_accumulation
Amsterdam Ave & W 79 St,1949,40.7829391,-73.9786517,2353,4302,404,404,0.0939098093909809,net_inflow_accumulation
Amsterdam Ave & W 82 St,1864,40.78524672,-73.97667321,2439,4303,575,575,0.1336277016035324,net_inflow_accumulation
Anderson Ave & W 164 St,87,40.832057,-73.927421,99,186,12,12,0.064516129032258,net_inflow_accumulation
Andrew Ave N & Hall of Fame Tce,74,40.85834,-73.91008,83,157,9,9,0.0573248407643312,net_inflow_accumulation
Andrews Ave S & W 179 St,65,40.855156,-73.91278,68,133,3,3,0.0225563909774436,net_inflow_accumulation
Anthony Ave & E 175 St,122,40.846465,-73.903869,109,231,-13,13,-0.0562770562770562,net_outflow_shortage
Anthony Ave & E Tremont Ave,122,40.848793,-73.903178,133,255,11,11,0.0431372549019607,net_inflow_accumulation
Aqueduct Ave & North St,66,40.8604787,-73.9057169936,99,165,33,33,0.2,net_inflow_accumulation
Aqueduct Ave & W 190 St,85,40.8649213,-73.9024238,87,172,2,2,0.0116279069767441,net_inflow_accumulation
Arthur Ave & E 183 St,72,40.85307,-73.88953,58,130,-14,14,-0.1076923076923077,net_outflow_shortage
Arthur Ave & E Tremont Ave,205,40.84616,-73.89322,191,396,-14,14,-0.0353535353535353,net_outflow_shortage
Ash St & Manhattan Ave,1146,40.738095,-73.954867,1451,2597,305,305,0.1174432036965729,net_inflow_accumulation
Ashland Pl & Dekalb Ave,503,40.690065,-73.978776,528,1031,25,25,0.0242483026188166,net_inflow_accumulation
Astoria Park S & Shore Blvd,603,40.7767,-73.927631,722,1325,119,119,0.0898113207547169,net_inflow_accumulation
Atlantic Ave & Fort Greene Pl,1768,40.68382604,-73.97632328,1615,3383,-153,153,-0.0452261306532663,net_outflow_shortage
Atlantic Ave & Furman St,1768,40.69165183,-73.9999786,2038,3806,270,270,0.070940620073568,net_inflow_accumulation
Audubon Ave & Fort George Ave,54,40.85715781391904,-73.92717361450195,67,121,13,13,0.1074380165289256,net_inflow_accumulation
Audubon Ave & W 179 St,172,40.847305,-73.933291,171,343,-1,1,-0.0029154518950437,net_outflow_shortage
Audubon Ave & W 192 St,66,40.85589030603889,-73.92708241939545,57,123,-9,9,-0.073170731707317,net_outflow_shortage
Ave A & E 11 St,1838,40.72854745023944,-73.98175925016403,2465,4303,627,627,0.1457122937485475,net_inflow_accumulation
Ave A & E 14 St,3142,40.73031071000895,-73.98047178983688,3352,6494,210,210,0.0323375423467816,net_inflow_accumulation
Ave C & E 16 St,870,40.72984830346529,-73.97455215454102,1164,2034,294,294,0.1445427728613569,net_inflow_accumulation
Ave D & E 10 St,487,40.72506551015475,-73.97515833377838,680,1167,193,193,0.1653813196229648,net_inflow_accumulation
Ave D & E 12 St,184,40.72580614,-73.97422494,374,558,190,190,0.3405017921146953,net_inflow_accumulation
Ave D & E 3 St,896,40.72082834,-73.97793172,1296,2192,400,400,0.1824817518248175,net_inflow_accumulation
Ave D & E 8 St,572,40.72368361,-73.97574813,956,1528,384,384,0.2513089005235602,net_inflow_accumulation
Bailey Ave & Sedgwick Ave,20,40.86571,-73.90857,14,34,-6,6,-0.1764705882352941,net_outflow_shortage
Bailey Ave & W 193 St,30,40.87069,-73.90678,31,61,1,1,0.0163934426229508,net_inflow_accumulation
Bailey Ave & W 229 St,39,40.87449,-73.90467,45,84,6,6,0.0714285714285714,net_inflow_accumulation
Bailey Ave & W 234 St,59,40.88066,-73.90076,66,125,7,7,0.056,net_inflow_accumulation
Bailey Ave & W 238 St,108,40.88417,-73.89793,116,224,8,8,0.0357142857142857,net_inflow_accumulation
Bainbridge Ave & Bedford Park Blvd,66,40.87002,-73.88565,108,174,42,42,0.2413793103448276,net_inflow_accumulation
Bainbridge Ave & E 193 St,42,40.86415477605928,-73.892452880543,62,104,20,20,0.1923076923076923,net_inflow_accumulation
Bainbridge Ave & E 196 St,68,40.86648,-73.89042,88,156,20,20,0.1282051282051282,net_inflow_accumulation
Bainbridge Ave & E 198 St,66,40.8684871,-73.8884559781,104,170,38,38,0.2235294117647059,net_inflow_accumulation
Bank St & Hudson St,1032,40.73652889,-74.00618026,1359,2391,327,327,0.1367628607277289,net_inflow_accumulation
Bank St & Washington St,1201,40.7361967,-74.00859207,1499,2700,298,298,0.1103703703703703,net_inflow_accumulation
Banker St & Meserole Ave,663,40.72606,-73.95621,896,1559,233,233,0.1494547787042976,net_inflow_accumulation
Barclay St & Church St,916,40.71291224,-74.01020234,545,1461,-371,371,-0.2539356605065024,net_outflow_shortage
Barrow St & Hudson St,1692,40.73172428,-74.00674436,2056,3748,364,364,0.0971184631803628,net_inflow_accumulation
Barry St & Tiffany St,96,40.816126,-73.891559,54,150,-42,42,-0.28,net_outflow_shortage
Bay St & Court St,203,40.671409,-74.001328,179,382,-24,24,-0.06282722513089,net_outflow_shortage
Bayard St & Baxter St,2195,40.71602118,-73.99974372,2232,4427,37,37,0.0083578043822001,net_inflow_accumulation
Bayard St & Leonard St,1298,40.71915571696044,-73.94885390996933,1657,2955,359,359,0.1214890016920473,net_inflow_accumulation
Beaver St & Fayette St,512,40.70099,-73.93921,472,984,-40,40,-0.040650406504065,net_outflow_shortage
Bedford Ave & Albemarle Rd,126,40.64796,-73.9556,160,286,34,34,0.1188811188811188,net_inflow_accumulation
Bedford Ave & Bergen St,707,40.676368,-73.952918,723,1430,16,16,0.0111888111888111,net_inflow_accumulation
Bedford Ave & Beverley Rd,170,40.64491,-73.95487,233,403,63,63,0.1563275434243176,net_inflow_accumulation
Bedford Ave & Clarkson Ave,383,40.65519,-73.9564,462,845,79,79,0.093491124260355,net_inflow_accumulation
Bedford Ave & Fenimore St,193,40.65815,-73.95674,251,444,58,58,0.1306306306306306,net_inflow_accumulation
Bedford Ave & Maple St,216,40.66035,-73.95679,228,444,12,12,0.027027027027027,net_inflow_accumulation
Bedford Ave & Montgomery St,254,40.665816,-73.956934,234,488,-20,20,-0.040983606557377,net_outflow_shortage
Bedford Ave & Nassau Ave,2390,40.72311651,-73.95212324,2731,5121,341,341,0.066588556922476,net_inflow_accumulation
Bedford Ave & S 9 St,383,40.70853074,-73.96408963,533,916,150,150,0.1637554585152838,net_inflow_accumulation
Bedford Park Blvd & Paul Ave,108,40.87444,-73.89186,91,199,-17,17,-0.0854271356783919,net_outflow_shortage
Benham St & Roosevelt Ave,45,40.74841,-73.8751,40,85,-5,5,-0.0588235294117647,net_outflow_shortage
Bergen Ave & E 152 St,324,40.817166,-73.914737,300,624,-24,24,-0.0384615384615384,net_outflow_shortage
Bergen St & 4 Ave,1035,40.68256425759694,-73.9798977971077,1020,2055,-15,15,-0.0072992700729927,net_outflow_shortage
Bergen St & Buffalo Ave,64,40.6747,-73.92512,94,158,30,30,0.189873417721519,net_inflow_accumulation
Bergen St & Flatbush Ave,1775,40.680944723477296,-73.97567331790923,1797,3572,22,22,0.0061590145576707,net_inflow_accumulation
Bergen St & Kingston Ave,351,40.6756,-73.9415,362,713,11,11,0.0154277699859747,net_inflow_accumulation
Bergen St & Mother Gaston Blvd,83,40.67374,-73.90852,63,146,-20,20,-0.136986301369863,net_outflow_shortage
Bergen St & Saratoga Ave,85,40.67423,-73.91656,84,169,-1,1,-0.0059171597633136,net_outflow_shortage
Bergen St & Smith St,1582,40.6867443,-73.99063168,1701,3283,119,119,0.0362473347547974,net_inflow_accumulation
Bergen St & Troy Ave,127,40.67524,-73.93596,118,245,-9,9,-0.036734693877551,net_outflow_shortage
Bergen St & Vanderbilt Ave,2100,40.6794388,-73.9680438,2136,4236,36,36,0.0084985835694051,net_inflow_accumulation
Berkeley Pl & 6 Ave,755,40.6765304,-73.97846879,830,1585,75,75,0.0473186119873817,net_inflow_accumulation
Berkeley Pl & 7 Ave,1766,40.675146838709786,-73.97523209452629,1632,3398,-134,134,-0.0394349617422013,net_outflow_shortage
Berry St & N 8 St,2375,40.7190095,-73.95852515,2251,4626,-124,124,-0.0268050151318633,net_outflow_shortage
Beverley Rd & E 49 St,34,40.64621,-73.93067,52,86,18,18,0.2093023255813953,net_inflow_accumulation
Beverley Rd & Flatbush Ave,193,40.64499,-73.95818,276,469,83,83,0.1769722814498933,net_inflow_accumulation
Beverley Rd & Nostrand Ave,175,40.64507,-73.9488,199,374,24,24,0.0641711229946524,net_inflow_accumulation
Bialystoker Pl & Delancey St,533,40.71622644,-73.98261206,790,1323,257,257,0.1942554799697657,net_inflow_accumulation
Bleecker St & Crosby St,3405,40.72615604980408,-73.99510189890862,3094,6499,-311,311,-0.047853515925527,net_outflow_shortage
Bleecker St & Forest Ave,129,40.7107,-73.90525,147,276,18,18,0.0652173913043478,net_inflow_accumulation
Bloomfield St & 15 St,0,40.75453,-74.02658,13,13,13,13,1.0,net_inflow_accumulation
Boerum St & Broadway,638,40.70538077,-73.94976519,736,1374,98,98,0.0713245997088791,net_inflow_accumulation
Bond St & Bergen St,816,40.6849668,-73.98620772,891,1707,75,75,0.0439367311072056,net_inflow_accumulation
Bond St & Fulton St,1870,40.6896218879,-73.9830426872,1788,3658,-82,82,-0.0224166211044286,net_outflow_shortage
Boone Ave & E 172 St,150,40.832649,-73.885272,180,330,30,30,0.0909090909090909,net_inflow_accumulation
Borden Ave & 25 St,62,40.7396139,-73.945151,24,86,-38,38,-0.4418604651162791,net_outflow_shortage
Borden Ave & Review Ave,154,40.73866345465306,-73.94093804061413,49,203,-105,105,-0.5172413793103449,net_outflow_shortage
Boston Rd & E 167 St,158,40.828199,-73.903719,169,327,11,11,0.0336391437308868,net_inflow_accumulation
Boston Rd & E 178 St,288,40.84096,-73.87923,270,558,-18,18,-0.032258064516129,net_outflow_shortage
Boston Rd & Prospect Ave,292,40.833246,-73.896599,404,696,112,112,0.160919540229885,net_inflow_accumulation
Boston Rd & West Farms Rd,196,40.83998,-73.8806,181,377,-15,15,-0.039787798408488,net_outflow_shortage
Botanical Sq & Webster Ave,173,40.86814,-73.88145,179,352,6,6,0.0170454545454545,net_inflow_accumulation
Bradhurst Ave & W 148 St,318,40.825125,-73.941616,346,664,28,28,0.0421686746987951,net_inflow_accumulation
Bradley Ave & Greenpoint Ave,125,40.73565914819229,-73.93478840589523,90,215,-35,35,-0.1627906976744186,net_outflow_shortage
Brevoort Pl & Bedford Ave,501,40.68012,-73.95362,426,927,-75,75,-0.0809061488673139,net_outflow_shortage
Bridge St & Water St,1286,40.70296934155272,-73.98469090461731,1027,2313,-259,259,-0.1119757890185905,net_outflow_shortage
Bridge St & York St,527,40.70133448066992,-73.98471236228943,331,858,-196,196,-0.2284382284382284,net_outflow_shortage
Broad St & Bridge St,934,40.70365182,-74.01167797,540,1474,-394,394,-0.2672998643147897,net_outflow_shortage
Broadway & 12 St,263,40.7668,-73.9347774,333,596,70,70,0.1174496644295302,net_inflow_accumulation
Broadway & 49 St,190,40.755389,-73.911517,158,348,-32,32,-0.0919540229885057,net_outflow_shortage
Broadway & 51 St,212,40.754164,-73.908906,197,409,-15,15,-0.0366748166259168,net_outflow_shortage
Broadway & Battery Pl,1255,40.70463334,-74.01361706,799,2054,-456,456,-0.2220058422590068,net_outflow_shortage
Broadway & Berry St,1436,40.71036129922581,-73.96530389785767,1868,3304,432,432,0.1307506053268765,net_inflow_accumulation
Broadway & E 14 St,4876,40.73454567,-73.99074142,4253,9129,-623,623,-0.0682440573994961,net_outflow_shortage
Broadway & E 19 St,45,40.73829,-73.99006,22,67,-23,23,-0.3432835820895522,net_outflow_shortage
Broadway & E 21 St,5384,40.73988840858996,-73.98958593606949,4602,9986,-782,782,-0.0783096334868816,net_outflow_shortage
Broadway & Ellwood St,77,40.862058,-73.929719,94,171,17,17,0.0994152046783625,net_inflow_accumulation
Broadway & Furman Ave,98,40.68139,-73.90756,104,202,6,6,0.0297029702970297,net_inflow_accumulation
Broadway & Hancock St,288,40.68663,-73.9168,299,587,11,11,0.0187393526405451,net_inflow_accumulation
Broadway & Kent Ave,2197,40.710888,-73.968329,2528,4725,331,331,0.07005291005291,net_inflow_accumulation
Broadway & Kosciuszko St,416,40.69329,-73.92852,465,881,49,49,0.0556186152099886,net_inflow_accumulation
Broadway & Madison St,461,40.68822,-73.91966,487,948,26,26,0.0274261603375527,net_inflow_accumulation
Broadway & Morris St,1895,40.705945132708806,-74.01321887969969,1316,3211,-579,579,-0.1803176580504515,net_outflow_shortage
Broadway & Moylan Pl,607,40.8143256,-73.9590255,648,1255,41,41,0.0326693227091633,net_inflow_accumulation
Broadway & Roebling St,990,40.70924826276157,-73.96063148975372,994,1984,4,4,0.002016129032258,net_inflow_accumulation
Broadway & Van Cortlandt Park S,224,40.8863,-73.8997,225,449,1,1,0.0022271714922048,net_inflow_accumulation
Broadway & W 122 St,433,40.8120562,-73.9612547,460,893,27,27,0.0302351623740201,net_inflow_accumulation
Broadway & W 131 St,390,40.817555,-73.957163,268,658,-122,122,-0.1854103343465045,net_outflow_shortage
Broadway & W 133 St,373,40.8190344,-73.956156,421,794,48,48,0.0604534005037783,net_inflow_accumulation
Broadway & W 138 St,447,40.82182,-73.95353,480,927,33,33,0.0355987055016181,net_inflow_accumulation
Broadway & W 142 St,285,40.824686,-73.951947,345,630,60,60,0.0952380952380952,net_inflow_accumulation
Broadway & W 153 St,212,40.831327,-73.946665,222,434,10,10,0.0230414746543778,net_inflow_accumulation
Broadway & W 157 St,433,40.83402740143528,-73.94510813442648,415,848,-18,18,-0.0212264150943396,net_outflow_shortage
Broadway & W 160 St,311,40.835775,-73.9434,336,647,25,25,0.0386398763523956,net_inflow_accumulation
Broadway & W 165 St,240,40.839137,-73.941409,180,420,-60,60,-0.1428571428571428,net_outflow_shortage
Broadway & W 168 St,531,40.84089603193041,-73.93972098827362,239,770,-292,292,-0.3792207792207792,net_outflow_shortage
Broadway & W 185 St,421,40.852538,-73.93441,425,846,4,4,0.0047281323877068,net_inflow_accumulation
Broadway & W 192 St,157,40.857994,-73.932173,169,326,12,12,0.0368098159509202,net_inflow_accumulation
Broadway & W 220 St,124,40.872412,-73.912807,112,236,-12,12,-0.0508474576271186,net_outflow_shortage
Broadway & W 238 St,134,40.88524,-73.90077,154,288,20,20,0.0694444444444444,net_inflow_accumulation
Broadway & W 25 St,4908,40.74286877312112,-73.98918628692627,3453,8361,-1455,1455,-0.1740222461428059,net_outflow_shortage
Broadway & W 29 St,3689,40.7462009,-73.98855723,3189,6878,-500,500,-0.0726955510322768,net_outflow_shortage
Broadway & W 36 St,1406,40.75097711,-73.98765428,1128,2534,-278,278,-0.1097079715864246,net_outflow_shortage
Broadway & W 37 St,802,40.75172632,-73.98753523,427,1229,-375,375,-0.3051261187957689,net_outflow_shortage
Broadway & W 38 St,2411,40.7529728216068,-73.98734897375107,1638,4049,-773,773,-0.1909113361323783,net_outflow_shortage
Broadway & W 41 St,1979,40.75513557,-73.98658032,1394,3373,-585,585,-0.1734361102875778,net_outflow_shortage
Broadway & W 48 St,2851,40.76017739537783,-73.98486793041229,1837,4688,-1014,1014,-0.216296928327645,net_outflow_shortage
Broadway & W 51 St,2059,40.76228826,-73.98336183,1165,3224,-894,894,-0.2772952853598014,net_outflow_shortage
Broadway & W 53 St,2036,40.76344058,-73.98268129,1271,3307,-765,765,-0.2313274871484729,net_outflow_shortage
Broadway & W 56 St,2670,40.7652654,-73.98192338,1293,3963,-1377,1377,-0.3474640423921272,net_outflow_shortage
Broadway & W 58 St,4477,40.76695317,-73.98169333,4116,8593,-361,361,-0.0420109391365064,net_outflow_shortage
Broadway & W 61 St,2738,40.77003010255044,-73.9819684624672,2700,5438,-38,38,-0.0069878631849944,net_outflow_shortage
Broadway & Whipple St,733,40.7016657,-73.9437303,714,1447,-19,19,-0.013130615065653,net_outflow_shortage
Bronx Park S & Bryant Ave,84,40.84437,-73.87796,86,170,2,2,0.0117647058823529,net_inflow_accumulation
Bronx Shore Comfort Station,199,40.80046,-73.92404,155,354,-44,44,-0.1242937853107344,net_outflow_shortage
Bronx WH station,0,0.0,0.0,3,3,3,3,1.0,net_inflow_accumulation
Brook Ave & E 138 St,283,40.807408,-73.91924,290,573,7,7,0.0122164048865619,net_inflow_accumulation
Brook Ave & E 141 St,120,40.809619,-73.917875,143,263,23,23,0.0874524714828897,net_inflow_accumulation
Brook Ave & E 148 St,114,40.814383,-73.915368,111,225,-3,3,-0.0133333333333333,net_outflow_shortage
Brook Ave & E 157 St,131,40.820713,-73.911759,130,261,-1,1,-0.003831417624521,net_outflow_shortage
Brooklyn Ave & Beverley Rd,34,40.64575,-73.94331,35,69,1,1,0.0144927536231884,net_inflow_accumulation
Brooklyn Ave & Dean St,455,40.67669,-73.94437,488,943,33,33,0.0349946977730646,net_inflow_accumulation
Brooklyn Ave & Lefferts Ave,187,40.662564,-73.945565,211,398,24,24,0.0603015075376884,net_inflow_accumulation
Brooklyn Ave & Prospect Pl,461,40.67412,-73.94447,458,919,-3,3,-0.0032644178454842,net_outflow_shortage
Brooklyn Ave & Snyder Ave,32,40.64915,-73.94368,41,73,9,9,0.1232876712328767,net_inflow_accumulation
Brooklyn Ave & Tilden Ave,23,40.64725,-73.94352,32,55,9,9,0.1636363636363636,net_inflow_accumulation
Brooklyn Bridge Park - Pier 2,1121,40.698458,-73.997178,1210,2331,89,89,0.0381810381810381,net_inflow_accumulation
Buchanan Pl & Grand Ave,94,40.85834,-73.90626,90,184,-4,4,-0.0217391304347826,net_outflow_shortage
Buffalo Ave & E New York Ave,172,40.66591,-73.92602,201,373,29,29,0.0777479892761394,net_inflow_accumulation
Buffalo Ave & St John's Pl,62,40.67015,-73.92538,60,122,-2,2,-0.0163934426229508,net_outflow_shortage
Bulova Ave & Brooklyn Queens Expressway W,368,40.762507,-73.902534,414,782,46,46,0.0588235294117647,net_inflow_accumulation
Bus Slip & State St,1295,40.701907,-74.013942,869,2164,-426,426,-0.1968576709796672,net_outflow_shortage
Bushwick Ave & Dekalb Ave,386,40.69502,-73.92825,397,783,11,11,0.0140485312899106,net_inflow_accumulation
Bushwick Ave & Forrest St,489,40.70076,-73.93641,569,1058,80,80,0.0756143667296786,net_inflow_accumulation
Bushwick Ave & Furman Ave,121,40.68281,-73.90623,133,254,12,12,0.0472440944881889,net_inflow_accumulation
Bushwick Ave & Harman St,527,40.69356,-73.92524,605,1132,78,78,0.0689045936395759,net_inflow_accumulation
Bushwick Ave & Linden St,486,40.69146,-73.92146,467,953,-19,19,-0.0199370409233997,net_outflow_shortage
Bushwick Ave & McKibbin St,373,40.705517,-73.93936,388,761,15,15,0.0197109067017082,net_inflow_accumulation
Bushwick Ave & Powers St,886,40.71247661,-73.94100005,883,1769,-3,3,-0.001695873374788,net_outflow_shortage
Bushwick Ave & Stagg St,295,40.709897,-73.94008,283,578,-12,12,-0.0207612456747404,net_outflow_shortage
Butler St & 27 Ave,48,40.76521,-73.86483,54,102,6,6,0.0588235294117647,net_inflow_accumulation
Butler St & Court St,499,40.6849894,-73.99440329,695,1194,196,196,0.1641541038525963,net_inflow_accumulation
Cabrini Blvd & W 177 St,100,40.848282,-73.941343,83,183,-17,17,-0.0928961748633879,net_outflow_shortage
Cadman Plaza E & Red Cross Pl,748,40.69991755,-73.98971773,685,1433,-63,63,-0.043963712491277,net_outflow_shortage
Cadman Plaza E & Tillary St,876,40.69597683,-73.99014892,685,1561,-191,191,-0.122357463164638,net_outflow_shortage
Calyer St & Jewel St,705,40.72984,-73.94839,524,1229,-181,181,-0.1472742066720911,net_outflow_shortage
Calyer St & West St,1763,40.72693,-73.95863,2125,3888,362,362,0.0931069958847736,net_inflow_accumulation
Cambridge Pl & Gates Ave,919,40.68488,-73.96304,1099,2018,180,180,0.0891972249752229,net_inflow_accumulation
Canal St & Rutgers St,3396,40.71427487,-73.98990025,3626,7022,230,230,0.0327542010823127,net_inflow_accumulation
Carlton Ave & Dean St,1526,40.6809741,-73.9710097,1520,3046,-6,6,-0.0019697964543663,net_outflow_shortage
Carlton Ave & Flushing Ave,642,40.697787,-73.973736,403,1045,-239,239,-0.2287081339712918,net_outflow_shortage
Carlton Ave & Greene Ave,416,40.685957,-73.971468,527,943,111,111,0.1177094379639448,net_inflow_accumulation
Carlton Ave & Park Ave,394,40.69580705,-73.97355569,463,857,69,69,0.0805134189031505,net_inflow_accumulation
Carlton Ave & St Marks Ave,598,40.67911856082165,-73.97176265716553,573,1171,-25,25,-0.0213492741246797,net_outflow_shortage
Carmine St & 6 Ave,3363,40.73038599,-74.00214988,4039,7402,676,676,0.0913266684679816,net_inflow_accumulation
Carroll St & 5 Ave,1005,40.6751622,-73.9814832,1150,2155,145,145,0.0672853828306264,net_inflow_accumulation
Carroll St & 6 Ave,794,40.6740886,-73.9787282,939,1733,145,145,0.083669936526255,net_inflow_accumulation
Carroll St & Columbia St,547,40.6830456,-74.00348559,683,1230,136,136,0.1105691056910569,net_inflow_accumulation
Carroll St & Franklin Ave,312,40.6679411,-73.9588,348,660,36,36,0.0545454545454545,net_inflow_accumulation
Carroll St & Rochester Ave,145,40.66598,-73.9284,188,333,43,43,0.1291291291291291,net_inflow_accumulation
Carroll St & Smith St,1060,40.680611,-73.99475825,1192,2252,132,132,0.0586145648312611,net_inflow_accumulation
Carroll St & Utica Ave,70,40.66619,-73.93162,112,182,42,42,0.2307692307692307,net_inflow_accumulation
Carroll St & Washington Ave,322,40.6686744,-73.9618148,342,664,20,20,0.0301204819277108,net_inflow_accumulation
Case St & 94 St,91,40.74619,-73.87193,94,185,3,3,0.0162162162162162,net_inflow_accumulation
Catalpa Ave & Woodward Ave,353,40.70229,-73.90145,530,883,177,177,0.2004530011325028,net_inflow_accumulation
Cathedral Pkwy & Broadway,1577,40.804213,-73.96699104,1791,3368,214,214,0.0635391923990498,net_inflow_accumulation
Catherine St & Monroe St,719,40.71117444,-73.99682619,1027,1746,308,308,0.1764032073310424,net_inflow_accumulation
Caton Ave & Argyle Rd,112,40.649681,-73.967829,131,243,19,19,0.0781893004115226,net_inflow_accumulation
Caton Ave & Bedford Ave,410,40.65237,-73.95623,509,919,99,99,0.1077257889009793,net_inflow_accumulation
Caton Ave & E 10 St,69,40.648481,-73.97058,86,155,17,17,0.1096774193548387,net_inflow_accumulation
Caton Ave & E 7 St,207,40.647718,-73.973663,245,452,38,38,0.084070796460177,net_inflow_accumulation
Caton Ave & St. Pauls Pl,300,40.65153,-73.96277,228,528,-72,72,-0.1363636363636363,net_outflow_shortage
Cauldwell Ave & E 161 St,143,40.82188,-73.907521,162,305,19,19,0.0622950819672131,net_inflow_accumulation
Cedar Ave & W Fordham Rd,52,40.86156,-73.91219,73,125,21,21,0.168,net_inflow_accumulation
Cedar St & Evergreen Ave,326,40.69671,-73.92807,327,653,1,1,0.001531393568147,net_inflow_accumulation
Cedar St & Myrtle Ave,362,40.697842,-73.926241,419,781,57,57,0.0729833546734955,net_inflow_accumulation
Center Blvd & 48 Ave,741,40.745038,-73.957539,887,1628,146,146,0.0896805896805896,net_inflow_accumulation
Center Blvd & 51 Ave,921,40.74336608027021,-73.95960688591003,980,1901,59,59,0.0310362966859547,net_inflow_accumulation
