station_name,start_rides,station_lat,station_lng,end_rides,total_activity,net_inflow,abs_net_inflow,imbalance_ratio,imbalance_type
Bergen St & Troy Ave,427,40.67524,-73.93596,402,829,-25,25,-0.0301568154402895,net_outflow_shortage
Bergen St & Vanderbilt Ave,6199,40.6794388,-73.9680438,6237,12436,38,38,0.0030556449018977,net_inflow_accumulation
Berkeley Pl & 6 Ave,2338,40.6765304,-73.97846879,2340,4678,2,2,0.0004275331338178,net_inflow_accumulation
Berkeley Pl & 7 Ave,5276,40.675146838709786,-73.97523209452629,5305,10581,29,29,0.0027407617427464,net_inflow_accumulation
Berry St & N 8 St,6439,40.7190095,-73.95852515,6468,12907,29,29,0.0022468427984814,net_inflow_accumulation
Beverley Rd & E 49 St,153,40.64621,-73.93067,171,324,18,18,0.0555555555555555,net_inflow_accumulation
Beverley Rd & Flatbush Ave,756,40.64499,-73.95818,809,1565,53,53,0.0338658146964856,net_inflow_accumulation
Beverley Rd & Nostrand Ave,548,40.64507,-73.9488,632,1180,84,84,0.0711864406779661,net_inflow_accumulation
Bialystoker Pl & Delancey St,2183,40.71622644,-73.98261206,2173,4356,-10,10,-0.0022956841138659,net_outflow_shortage
Bleecker St & Crosby St,9473,40.72615604980408,-73.99510189890862,9490,18963,17,17,0.0008964826240573,net_inflow_accumulation
Bleecker St & Forest Ave,510,40.7107,-73.90525,498,1008,-12,12,-0.0119047619047619,net_outflow_shortage
Bloomfield St & 15 St,1,40.75453,-74.02658,23,24,22,22,0.9166666666666666,net_inflow_accumulation
Boerum St & Broadway,2114,40.70538077,-73.94976519,2125,4239,11,11,0.0025949516395376,net_inflow_accumulation
Bond St & Bergen St,2721,40.6849668,-73.98620772,2738,5459,17,17,0.0031141234658362,net_inflow_accumulation
Bond St & Fulton St,5563,40.6896218879,-73.9830426872,5596,11159,33,33,0.0029572542342503,net_inflow_accumulation
Boone Ave & E 172 St,501,40.832649,-73.885272,500,1001,-1,1,-0.0009990009990009,net_outflow_shortage
Borden Ave & 25 St,134,40.7396139,-73.945151,135,269,1,1,0.0037174721189591,net_inflow_accumulation
Borden Ave & Review Ave,321,40.73866345465306,-73.94093804061413,317,638,-4,4,-0.006269592476489,net_outflow_shortage
Boston Rd & E 167 St,636,40.828199,-73.903719,633,1269,-3,3,-0.0023640661938534,net_outflow_shortage
Boston Rd & E 178 St,913,40.84096,-73.87923,922,1835,9,9,0.0049046321525885,net_inflow_accumulation
Boston Rd & Prospect Ave,1075,40.833246,-73.896599,1113,2188,38,38,0.0173674588665447,net_inflow_accumulation
Boston Rd & West Farms Rd,705,40.83998,-73.8806,740,1445,35,35,0.0242214532871972,net_inflow_accumulation
Botanical Sq & Webster Ave,574,40.86814,-73.88145,592,1166,18,18,0.0154373927958833,net_inflow_accumulation
Bradhurst Ave & W 148 St,1045,40.825125,-73.941616,1055,2100,10,10,0.0047619047619047,net_inflow_accumulation
Bradley Ave & Greenpoint Ave,402,40.73565914819229,-73.93478840589523,413,815,11,11,0.0134969325153374,net_inflow_accumulation
Brevoort Pl & Bedford Ave,1485,40.68012,-73.95362,1498,2983,13,13,0.0043580288300368,net_inflow_accumulation
Bridge St & Water St,3205,40.70296934155272,-73.98469090461731,3305,6510,100,100,0.0153609831029185,net_inflow_accumulation
Bridge St & York St,1416,40.70133448066992,-73.98471236228943,1540,2956,124,124,0.0419485791610284,net_inflow_accumulation
Broad St & Bridge St,2059,40.70365182,-74.01167797,2105,4164,46,46,0.0110470701248799,net_inflow_accumulation
Broadway & 12 St,961,40.7668,-73.9347774,972,1933,11,11,0.0056906363166063,net_inflow_accumulation
Broadway & 49 St,579,40.755389,-73.911517,595,1174,16,16,0.0136286201022146,net_inflow_accumulation
Broadway & 51 St,765,40.754164,-73.908906,772,1537,7,7,0.0045543266102797,net_inflow_accumulation
Broadway & Battery Pl,3211,40.70463334,-74.01361706,3203,6414,-8,8,-0.0012472715933894,net_outflow_shortage
Broadway & Berry St,4922,40.71036129922581,-73.96530389785767,4968,9890,46,46,0.0046511627906976,net_inflow_accumulation
Broadway & E 14 St,13471,40.73454567,-73.99074142,13326,26797,-145,145,-0.0054110534761353,net_outflow_shortage
Broadway & E 19 St,74,40.73829,-73.99006,67,141,-7,7,-0.0496453900709219,net_outflow_shortage
Broadway & E 21 St,14155,40.73988840858996,-73.98958593606949,14194,28349,39,39,0.0013757099015838,net_inflow_accumulation
Broadway & Ellwood St,405,40.862058,-73.929719,411,816,6,6,0.0073529411764705,net_inflow_accumulation
Broadway & Furman Ave,396,40.68139,-73.90756,388,784,-8,8,-0.010204081632653,net_outflow_shortage
Broadway & Hancock St,950,40.68663,-73.9168,976,1926,26,26,0.0134994807892004,net_inflow_accumulation
Broadway & Kent Ave,6710,40.710888,-73.968329,6775,13485,65,65,0.0048201705598813,net_inflow_accumulation
Broadway & Kosciuszko St,1484,40.69329,-73.92852,1472,2956,-12,12,-0.0040595399188092,net_outflow_shortage
Broadway & Madison St,1756,40.68822,-73.91966,1756,3512,0,0,0.0,balanced
Broadway & Morris St,4591,40.705945132708806,-74.01321887969969,4628,9219,37,37,0.0040134504826987,net_inflow_accumulation
Broadway & Moylan Pl,1985,40.8143256,-73.9590255,1997,3982,12,12,0.0030135610246107,net_inflow_accumulation
Broadway & Roebling St,3276,40.70924826276157,-73.96063148975372,3309,6585,33,33,0.00501138952164,net_inflow_accumulation
Broadway & Van Cortlandt Park S,610,40.8863,-73.8997,634,1244,24,24,0.0192926045016077,net_inflow_accumulation
Broadway & W 122 St,1377,40.8120562,-73.9612547,1370,2747,-7,7,-0.0025482344375682,net_outflow_shortage
Broadway & W 131 St,1073,40.817555,-73.957163,1073,2146,0,0,0.0,balanced
Broadway & W 133 St,1294,40.8190344,-73.956156,1304,2598,10,10,0.0038491147036181,net_inflow_accumulation
Broadway & W 138 St,1507,40.82182,-73.95353,1435,2942,-72,72,-0.0244731475186947,net_outflow_shortage
Broadway & W 142 St,1142,40.824686,-73.951947,1148,2290,6,6,0.0026200873362445,net_inflow_accumulation
Broadway & W 153 St,819,40.831327,-73.946665,829,1648,10,10,0.0060679611650485,net_inflow_accumulation
Broadway & W 157 St,1527,40.83402740143528,-73.94510813442648,1543,3070,16,16,0.0052117263843648,net_inflow_accumulation
Broadway & W 160 St,1057,40.835775,-73.9434,1074,2131,17,17,0.007977475363679,net_inflow_accumulation
Broadway & W 165 St,865,40.839137,-73.941409,738,1603,-127,127,-0.0792264504054897,net_outflow_shortage
Broadway & W 168 St,1424,40.84089603193041,-73.93972098827362,1176,2600,-248,248,-0.0953846153846153,net_outflow_shortage
Broadway & W 185 St,1163,40.852538,-73.93441,1161,2324,-2,2,-0.0008605851979345,net_outflow_shortage
Broadway & W 192 St,569,40.857994,-73.932173,586,1155,17,17,0.0147186147186147,net_inflow_accumulation
Broadway & W 220 St,297,40.872412,-73.912807,308,605,11,11,0.0181818181818181,net_inflow_accumulation
Broadway & W 238 St,455,40.88524,-73.90077,470,925,15,15,0.0162162162162162,net_inflow_accumulation
Broadway & W 25 St,11196,40.74286877312112,-73.98918628692627,11269,22465,73,73,0.0032494992210104,net_inflow_accumulation
Broadway & W 29 St,9821,40.7462009,-73.98855723,9753,19574,-68,68,-0.0034739961172984,net_outflow_shortage
Broadway & W 36 St,3932,40.75097711,-73.98765428,3755,7687,-177,177,-0.0230258878626252,net_outflow_shortage
Broadway & W 37 St,2124,40.75172632,-73.98753523,1711,3835,-413,413,-0.1076923076923077,net_outflow_shortage
Broadway & W 38 St,6464,40.7529728216068,-73.98734897375107,6420,12884,-44,44,-0.0034150884818379,net_outflow_shortage
Broadway & W 41 St,6359,40.75513557,-73.98658032,6362,12721,3,3,0.0002358305164688,net_inflow_accumulation
Broadway & W 48 St,8185,40.76017739537783,-73.98486793041229,8233,16418,48,48,0.0029236204166159,net_inflow_accumulation
Broadway & W 51 St,6141,40.76228826,-73.98336183,6556,12697,415,415,0.032684886193589,net_inflow_accumulation
Broadway & W 53 St,6496,40.76344058,-73.98268129,6121,12617,-375,375,-0.0297218039153523,net_outflow_shortage
Broadway & W 56 St,7471,40.7652654,-73.98192338,6117,13588,-1354,1354,-0.0996467471298204,net_outflow_shortage
Broadway & W 58 St,13697,40.76695317,-73.98169333,13228,26925,-469,469,-0.0174187558031569,net_outflow_shortage
Broadway & W 61 St,7611,40.77003010255044,-73.9819684624672,7144,14755,-467,467,-0.0316502880379532,net_outflow_shortage
Broadway & Whipple St,2321,40.7016657,-73.9437303,2367,4688,46,46,0.0098122866894197,net_inflow_accumulation
Bronx Park S & Bryant Ave,275,40.84437,-73.87796,281,556,6,6,0.0107913669064748,net_inflow_accumulation
Bronx Shore Comfort Station,452,40.80046,-73.92404,449,901,-3,3,-0.0033296337402885,net_outflow_shortage
Bronx WH station,0,0.0,0.0,48,48,48,48,1.0,net_inflow_accumulation
Brook Ave & E 138 St,958,40.807408,-73.91924,1006,1964,48,48,0.0244399185336048,net_inflow_accumulation
Brook Ave & E 141 St,477,40.809619,-73.917875,486,963,9,9,0.0093457943925233,net_inflow_accumulation
Brook Ave & E 148 St,449,40.814383,-73.915368,460,909,11,11,0.0121012101210121,net_inflow_accumulation
Brook Ave & E 157 St,434,40.820713,-73.911759,433,867,-1,1,-0.0011534025374855,net_outflow_shortage
Brooklyn Ave & Beverley Rd,97,40.64575,-73.94331,117,214,20,20,0.0934579439252336,net_inflow_accumulation
Brooklyn Ave & Dean St,1540,40.67669,-73.94437,1539,3079,-1,1,-0.0003247807729782,net_outflow_shortage
Brooklyn Ave & Lefferts Ave,625,40.662564,-73.945565,641,1266,16,16,0.0126382306477093,net_inflow_accumulation
Brooklyn Ave & Prospect Pl,1478,40.67412,-73.94447,1441,2919,-37,37,-0.0126755738266529,net_outflow_shortage
Brooklyn Ave & Snyder Ave,82,40.64915,-73.94368,85,167,3,3,0.0179640718562874,net_inflow_accumulation
Brooklyn Ave & Tilden Ave,63,40.64725,-73.94352,96,159,33,33,0.2075471698113207,net_inflow_accumulation
Brooklyn Bridge Park - Pier 2,3497,40.698458,-73.997178,3485,6982,-12,12,-0.0017187052420509,net_outflow_shortage
Brunswick & 6th,4,40.72601172964625,-74.05038893222809,1,5,-3,3,-0.6,net_outflow_shortage
Brunswick St,0,40.7241765,-74.0506564,1,1,1,1,1.0,net_inflow_accumulation
Buchanan Pl & Grand Ave,330,40.85834,-73.90626,329,659,-1,1,-0.0015174506828528,net_outflow_shortage
Buffalo Ave & E New York Ave,726,40.66591,-73.92602,760,1486,34,34,0.0228802153432032,net_inflow_accumulation
Buffalo Ave & St John's Pl,251,40.67015,-73.92538,232,483,-19,19,-0.0393374741200828,net_outflow_shortage
Bulova Ave & Brooklyn Queens Expressway W,1274,40.762507,-73.902534,1284,2558,10,10,0.0039093041438623,net_inflow_accumulation
Bus Slip & State St,2865,40.701907,-74.013942,2871,5736,6,6,0.0010460251046025,net_inflow_accumulation
Bushwick Ave & Dekalb Ave,1327,40.69502,-73.92825,1275,2602,-52,52,-0.0199846272098385,net_outflow_shortage
Bushwick Ave & Forrest St,1670,40.70076,-73.93641,1685,3355,15,15,0.0044709388971684,net_inflow_accumulation
Bushwick Ave & Furman Ave,513,40.68281,-73.90623,515,1028,2,2,0.0019455252918287,net_inflow_accumulation
Bushwick Ave & Harman St,1900,40.69356,-73.92524,1906,3806,6,6,0.001576458223857,net_inflow_accumulation
Bushwick Ave & Linden St,1794,40.69146,-73.92146,1789,3583,-5,5,-0.0013954786491766,net_outflow_shortage
Bushwick Ave & McKibbin St,1135,40.705517,-73.93936,1156,2291,21,21,0.0091663029244871,net_inflow_accumulation
Bushwick Ave & Powers St,2769,40.71247661,-73.94100005,2837,5606,68,68,0.0121298608633606,net_inflow_accumulation
Bushwick Ave & Stagg St,1004,40.709897,-73.94008,1026,2030,22,22,0.0108374384236453,net_inflow_accumulation
Butler St & 27 Ave,173,40.76521,-73.86483,173,346,0,0,0.0,balanced
Butler St & Court St,1823,40.6849894,-73.99440329,1865,3688,42,42,0.0113882863340564,net_inflow_accumulation
Cabrini Blvd & W 177 St,323,40.848282,-73.941343,281,604,-42,42,-0.0695364238410596,net_outflow_shortage
Cadman Plaza E & Red Cross Pl,2054,40.69991755,-73.98971773,2076,4130,22,22,0.0053268765133171,net_inflow_accumulation
Cadman Plaza E & Tillary St,2353,40.69597683,-73.99014892,2354,4707,1,1,0.0002124495432334,net_inflow_accumulation
Calyer St & Jewel St,1862,40.72984,-73.94839,1869,3731,7,7,0.0018761726078799,net_inflow_accumulation
Calyer St & West St,5411,40.72693,-73.95863,5456,10867,45,45,0.0041409772706358,net_inflow_accumulation
Cambridge Pl & Gates Ave,2789,40.68488,-73.96304,2793,5582,4,4,0.0007165890361877,net_inflow_accumulation
Canal St & Rutgers St,10751,40.71427487,-73.98990025,10782,21533,31,31,0.0014396507685877,net_inflow_accumulation
Carlton Ave & Dean St,4835,40.6809741,-73.9710097,4870,9705,35,35,0.0036063884595569,net_inflow_accumulation
Carlton Ave & Flushing Ave,2022,40.697787,-73.973736,2053,4075,31,31,0.0076073619631901,net_inflow_accumulation
Carlton Ave & Greene Ave,1299,40.685957,-73.971468,1324,2623,25,25,0.0095310712924132,net_inflow_accumulation
Carlton Ave & Park Ave,1357,40.69580705,-73.97355569,1406,2763,49,49,0.0177343467245747,net_inflow_accumulation
Carlton Ave & St Marks Ave,1878,40.67911856082165,-73.97176265716553,1857,3735,-21,21,-0.0056224899598393,net_outflow_shortage
Carmine St & 6 Ave,10662,40.73038599,-74.00214988,10723,21385,61,61,0.0028524666822539,net_inflow_accumulation
Carroll St & 5 Ave,3116,40.6751622,-73.9814832,3141,6257,25,25,0.0039955250119865,net_inflow_accumulation
Carroll St & 6 Ave,2667,40.6740886,-73.9787282,2687,5354,20,20,0.0037355248412401,net_inflow_accumulation
Carroll St & Columbia St,1842,40.6830456,-74.00348559,1846,3688,4,4,0.0010845986984815,net_inflow_accumulation
Carroll St & Franklin Ave,979,40.6679411,-73.9588,996,1975,17,17,0.0086075949367088,net_inflow_accumulation
Carroll St & Rochester Ave,626,40.66598,-73.9284,652,1278,26,26,0.0203442879499217,net_inflow_accumulation
Carroll St & Smith St,3619,40.680611,-73.99475825,3652,7271,33,33,0.0045385779122541,net_inflow_accumulation
Carroll St & Utica Ave,319,40.66619,-73.93162,331,650,12,12,0.0184615384615384,net_inflow_accumulation
Carroll St & Washington Ave,957,40.6686744,-73.9618148,970,1927,13,13,0.0067462376751427,net_inflow_accumulation
Case St & 94 St,282,40.74619,-73.87193,287,569,5,5,0.0087873462214411,net_inflow_accumulation
Catalpa Ave & Woodward Ave,1329,40.70229,-73.90145,1334,2663,5,5,0.0018775816748028,net_inflow_accumulation
Cathedral Pkwy & Broadway,4722,40.804213,-73.96699104,4731,9453,9,9,0.0009520787051729,net_inflow_accumulation
Catherine St & Monroe St,2855,40.71117444,-73.99682619,2868,5723,13,13,0.0022715359077406,net_inflow_accumulation
Caton Ave & Argyle Rd,391,40.649681,-73.967829,394,785,3,3,0.0038216560509554,net_inflow_accumulation
Caton Ave & Bedford Ave,1320,40.65237,-73.95623,1338,2658,18,18,0.0067720090293453,net_inflow_accumulation
Caton Ave & E 10 St,257,40.648481,-73.97058,258,515,1,1,0.0019417475728155,net_inflow_accumulation
Caton Ave & E 7 St,709,40.647718,-73.973663,714,1423,5,5,0.0035137034434293,net_inflow_accumulation
Caton Ave & St. Pauls Pl,857,40.65153,-73.96277,915,1772,58,58,0.0327313769751693,net_inflow_accumulation
Cauldwell Ave & E 161 St,639,40.82188,-73.907521,669,1308,30,30,0.0229357798165137,net_inflow_accumulation
Cedar Ave & W Fordham Rd,215,40.86156,-73.91219,226,441,11,11,0.0249433106575963,net_inflow_accumulation
Cedar St & Evergreen Ave,1188,40.69671,-73.92807,1183,2371,-5,5,-0.0021088148460565,net_outflow_shortage
Cedar St & Myrtle Ave,1594,40.697842,-73.926241,1615,3209,21,21,0.0065440947335618,net_inflow_accumulation
Center Blvd & 48 Ave,2333,40.745038,-73.957539,2343,4676,10,10,0.0021385799828913,net_inflow_accumulation
Center Blvd & 51 Ave,3034,40.74336608027021,-73.95960688591003,3038,6072,4,4,0.0006587615283267,net_inflow_accumulation
Central Ave & Covert St,769,40.68929,-73.90951,769,1538,0,0,0.0,balanced
Central Ave & Decatur St,700,40.6882,-73.90798,706,1406,6,6,0.0042674253200568,net_inflow_accumulation
Central Ave & Flushing Ave,1231,40.702831,-73.9333,1244,2475,13,13,0.0052525252525252,net_inflow_accumulation
Central Ave & Himrod St,1432,40.69676,-73.92302,1430,2862,-2,2,-0.0006988120195667,net_outflow_shortage
Central Ave & Melrose St,1209,40.70112,-73.93039,1210,2419,1,1,0.0004133939644481,net_inflow_accumulation
Central Ave & Starr St,2250,40.700003,-73.92834,2267,4517,17,17,0.0037635598848793,net_inflow_accumulation
Central Ave & Weirfield St,1030,40.69055,-73.91181,1043,2073,13,13,0.0062711046792088,net_inflow_accumulation
Central Ave & Woodbine St,1531,40.69296,-73.91605,1542,3073,11,11,0.0035795639440286,net_inflow_accumulation
Central Park North & Adam Clayton Powell Blvd,5118,40.799484,-73.955613,5165,10283,47,47,0.0045706505883497,net_inflow_accumulation
Central Park S & 6 Ave,11251,40.76590936,-73.97634151,11249,22500,-2,2,-8.888888888888889e-05,net_outflow_shortage
Central Park S & Grand Army Plaza,8896,40.764555,-73.973473,8827,17723,-69,69,-0.003893246064436,net_outflow_shortage
Central Park W & W 103 St,2948,40.79558954105342,-73.96188408136368,2948,5896,0,0,0.0,balanced
Central Park W & W 91 St,6157,40.78866499127883,-73.96680057048798,6197,12354,40,40,0.0032378177108628,net_inflow_accumulation
Central Park W & W 97 St,5376,40.79249519495111,-73.96417066463071,5421,10797,45,45,0.0041678243956654,net_inflow_accumulation
Central Park West & W 68 St,9554,40.7734066,-73.97782542,9615,19169,61,61,0.0031822212947988,net_inflow_accumulation
Central Park West & W 72 St,9124,40.77579376683666,-73.9762057363987,9142,18266,18,18,0.0009854374247235,net_inflow_accumulation
Central Park West & W 76 St,5453,40.77896784,-73.97374737,5474,10927,21,21,0.0019218449711723,net_inflow_accumulation
Central Park West & W 85 St,6286,40.78476,-73.969862,6320,12606,34,34,0.0026971283515786,net_inflow_accumulation
Centre St & Chambers St,7690,40.71273266,-74.0046073,7651,15341,-39,39,-0.0025422071572909,net_outflow_shortage
Centre St & Seneca Ave,555,40.69969,-73.9022,550,1105,-5,5,-0.004524886877828,net_outflow_shortage
Centre St & Worth St,4679,40.71494807,-74.00234482,4687,9366,8,8,0.000854153320521,net_inflow_accumulation
Charlotte St & Boston Rd,252,40.8358771,-73.8931428,261,513,9,9,0.0175438596491228,net_inflow_accumulation
Chauncey St & Howard Ave,706,40.68158,-73.91959,712,1418,6,6,0.004231311706629,net_inflow_accumulation
Chauncey St & Malcolm X Blvd,1216,40.68044,-73.92842,1237,2453,21,21,0.0085609457806767,net_inflow_accumulation
Chauncey St & Stuyvesant Ave,1637,40.68012,-73.93168,1661,3298,24,24,0.0072771376591873,net_inflow_accumulation
Cherry St,2209,40.71219906,-73.97948148,2132,4341,-77,77,-0.0177378484220225,net_outflow_shortage
Chester Ave & 12 Ave,373,40.644367,-73.984276,367,740,-6,6,-0.0081081081081081,net_outflow_shortage
Christ Hospital,0,40.734785818,-74.050443636,2,2,2,2,1.0,net_inflow_accumulation
Christopher St & Greenwich St,9733,40.73291553,-74.00711384,9800,19533,67,67,0.0034300926636973,net_inflow_accumulation
Church Ave & E 42 St,166,40.65127,-73.93818,177,343,11,11,0.032069970845481,net_inflow_accumulation
Church Ave & E 45 St,95,40.65159,-73.93535,109,204,14,14,0.0686274509803921,net_inflow_accumulation
Church Ave & McDonald Ave,581,40.642809,-73.979239,589,1170,8,8,0.0068376068376068,net_inflow_accumulation
Church Ave & Nostrand Ave,678,40.65074,-73.94986,693,1371,15,15,0.0109409190371991,net_inflow_accumulation
Church Ave & Story St,360,40.642031,-73.981073,368,728,8,8,0.0109890109890109,net_inflow_accumulation
Church St & Worth St,2875,40.71688538495366,-74.00650128722191,2866,5741,-9,9,-0.0015676711374325,net_outflow_shortage
City Hall,0,40.7177325,-74.043845,5,5,5,5,1.0,net_inflow_accumulation
City Hall - Washington St & 1 St,0,40.73736,-74.03097,3,3,3,3,1.0,net_inflow_accumulation
Claflin Ave & Reservoir Ave,238,40.87398,-73.89943,251,489,13,13,0.0265848670756646,net_inflow_accumulation
Clark St & Henry St,5574,40.69760127,-73.99344559,5592,11166,18,18,0.0016120365394948,net_inflow_accumulation
Clarkson Ave & E 37 St,565,40.65577,-73.9432,568,1133,3,3,0.0026478375992939,net_inflow_accumulation
Clarkson Ave & E 40 St,222,40.65592,-73.94068,256,478,34,34,0.0711297071129707,net_inflow_accumulation
Clarkson Ave & Nostrand Ave,754,40.6555,-73.94975,769,1523,15,15,0.0098489822718319,net_inflow_accumulation
Clarkson Ave & Troy Ave,115,40.65633,-73.93648,119,234,4,4,0.017094017094017,net_inflow_accumulation
Clarkson Ave & Utica Ave,266,40.65666,-73.93109,276,542,10,10,0.018450184501845,net_inflow_accumulation
Classon Ave & St Marks Ave,2998,40.676513,-73.959431,2998,5996,0,0,0.0,balanced
Clay Ave & Claremont Pkwy,521,40.83999,-73.90549,523,1044,2,2,0.0019157088122605,net_inflow_accumulation
Clermont Ave & Lafayette Ave,2834,40.68764484,-73.96968902,2895,5729,61,61,0.0106475824751265,net_inflow_accumulation
Clermont Ave & Park Ave,1728,40.69573398,-73.97129668,1713,3441,-15,15,-0.004359197907585,net_outflow_shortage
Cleveland Pl & Spring St,10635,40.722103786686034,-73.99724900722504,10678,21313,43,43,0.002017547975414,net_inflow_accumulation
Cliff St & Fulton St,5141,40.70838,-74.00495,5146,10287,5,5,0.0004860503548167,net_inflow_accumulation
Clifton Pl & Bedford Ave,1659,40.688655,-73.955156,1687,3346,28,28,0.00836820083682,net_inflow_accumulation
Clinton Ave & Flushing Ave,1537,40.69794,-73.96986848,1517,3054,-20,20,-0.0065487884741322,net_outflow_shortage
Clinton Ave & Myrtle Ave,5275,40.693261,-73.968896,5188,10463,-87,87,-0.0083150148141068,net_outflow_shortage
Clinton St & 4 Place,1765,40.6783563,-74.00014502,1771,3536,6,6,0.0016968325791855,net_inflow_accumulation
Clinton St & 7 St,0,40.74542,-74.03332,1,1,1,1,1.0,net_inflow_accumulation
Clinton St & Centre St,644,40.67434,-74.00194698,659,1303,15,15,0.0115118956254796,net_inflow_accumulation
Clinton St & Cherry St,3369,40.711471394469264,-73.98672603070736,3332,6701,-37,37,-0.0055215639456797,net_outflow_shortage
Clinton St & Grand St,9786,40.71559509,-73.9870295,9786,19572,0,0,0.0,balanced
Clinton St & Joralemon St,3975,40.69239502,-73.99337909,4024,7999,49,49,0.006125765720715,net_inflow_accumulation
Clinton St & Tillary St,2962,40.69623297129315,-73.99142056703568,2995,5957,33,33,0.0055397011918751,net_inflow_accumulation
Clinton St & Union St,2653,40.6831164,-73.99785267,2679,5332,26,26,0.0048762190547636,net_inflow_accumulation
Coffey St & Conover St,1000,40.677236,-74.015665,1047,2047,47,47,0.0229604298974108,net_inflow_accumulation
Coffey St & Ferris St,1080,40.67818387977647,-74.0170168876648,1102,2182,22,22,0.0100824931255728,net_inflow_accumulation
College Ave & E 169 St,589,40.835122799036405,-73.91196817159653,596,1185,7,7,0.0059071729957805,net_inflow_accumulation
College Ave & E 170 St,174,40.837576,-73.910489,165,339,-9,9,-0.0265486725663716,net_outflow_shortage
Columbia Heights & Cranberry St,2260,40.70037867,-73.99548059,2265,4525,5,5,0.0011049723756906,net_inflow_accumulation
Columbia St & Degraw St,1906,40.6859296,-74.00242364,1909,3815,3,3,0.000786369593709,net_inflow_accumulation
Columbia St & Kane St,1003,40.68763155,-74.0016256,1002,2005,-1,1,-0.0004987531172069,net_outflow_shortage
Columbia St & Lorraine St,278,40.6747055,-74.0075572,365,643,87,87,0.135303265940902,net_inflow_accumulation
Columbia St & Rivington St,2718,40.71739973,-73.98016555,2700,5418,-18,18,-0.0033222591362126,net_outflow_shortage
Columbia St & W 9 St,411,40.6769993,-74.00647134,432,843,21,21,0.0249110320284697,net_inflow_accumulation
Columbus Ave & W 103 St,1631,40.7969347,-73.9643412291,1561,3192,-70,70,-0.0219298245614035,net_outflow_shortage
Columbus Ave & W 59 St,5307,40.76931,-73.98464,5275,10582,-32,32,-0.003024003024003,net_outflow_shortage
Columbus Ave & W 72 St,9399,40.7770575,-73.97898475,9269,18668,-130,130,-0.0069637883008356,net_outflow_shortage
Columbus Ave & W 95 St,6151,40.7919557,-73.968087,6212,12363,61,61,0.0049340774892825,net_inflow_accumulation
Columbus Drive,0,40.71835519823214,-74.03891444206238,20,20,20,20,1.0,net_inflow_accumulation
Columbus Park - Clinton St & 9 St,0,40.74816121065146,-74.0324530005455,2,2,2,2,1.0,net_inflow_accumulation
Columbus Pl & Atlantic Ave,490,40.67717,-73.92285,459,949,-31,31,-0.0326659641728134,net_outflow_shortage
Commerce St & Van Brunt St,730,40.6812117,-74.00860912,739,1469,9,9,0.0061266167460857,net_inflow_accumulation
Concord St & Bridge St,1924,40.69766564,-73.98476437,1898,3822,-26,26,-0.0068027210884353,net_outflow_shortage
Concourse Village East & E 158 St,828,40.823732,-73.919379,844,1672,16,16,0.0095693779904306,net_inflow_accumulation
Concourse Village West & E 156 St,443,40.823162,-73.923267,450,893,7,7,0.0078387458006718,net_inflow_accumulation
Congress St & Clinton St,3272,40.68825516598005,-73.99545192718506,3289,6561,17,17,0.0025910684346898,net_inflow_accumulation
Congress St & Hicks St,1577,40.6893952,-73.9995126,1638,3215,61,61,0.0189735614307931,net_inflow_accumulation
Convent Ave & W 135 St,921,40.818215,-73.950988,922,1843,1,1,0.0005425935973955,net_inflow_accumulation
Convent Ave & W 151 St,623,40.82831,-73.942924,498,1121,-125,125,-0.111507582515611,net_outflow_shortage
Cooper Ave & 65 Pl,368,40.69953,-73.88873,356,724,-12,12,-0.0165745856353591,net_outflow_shortage
Cooper Square & Astor Pl,7263,40.72951496224949,-73.99075269699097,7269,14532,6,6,0.000412881915772,net_inflow_accumulation
Corona Ave & 102 St,136,40.74419,-73.8619,142,278,6,6,0.0215827338129496,net_inflow_accumulation
Corona Ave & 111 St,247,40.7408,-73.84978,256,503,9,9,0.0178926441351888,net_inflow_accumulation
Corona Ave & 90 St,163,40.74154,-73.87484,170,333,7,7,0.021021021021021,net_inflow_accumulation
Corona Ave & 92 St,205,40.7424,-73.87251,220,425,15,15,0.0352941176470588,net_inflow_accumulation
Corona Ave & 98 St,100,40.74448,-73.86516,113,213,13,13,0.0610328638497652,net_inflow_accumulation
Cortelyou Rd & Albany Ave,127,40.64483,-73.93853,131,258,4,4,0.0155038759689922,net_inflow_accumulation
Cortelyou Rd & Argyle Rd,700,40.64034,-73.96603,710,1410,10,10,0.0070921985815602,net_inflow_accumulation
Cortelyou Rd & E 19 St,648,40.64269,-73.96099,653,1301,5,5,0.0038431975403535,net_inflow_accumulation
Cortelyou Rd & E 34 St,258,40.64454,-73.94486,274,532,16,16,0.0300751879699248,net_inflow_accumulation
Cortelyou Rd & Stratford Rd,1081,40.63966,-73.96807,1084,2165,3,3,0.0013856812933025,net_inflow_accumulation
Court St & Nelson St,2250,40.6763947,-73.99869893,2291,4541,41,41,0.0090288482713058,net_inflow_accumulation
Court St & State St,5318,40.6902375,-73.99203074,5358,10676,40,40,0.0037467216185837,net_inflow_accumulation
Courtlandt Ave & E 149 St,1115,40.816402,-73.919549,1092,2207,-23,23,-0.0104213864975079,net_outflow_shortage
Crescent Ave & Belmont Ave,424,40.85391,-73.8866,427,851,3,3,0.0035252643948296,net_inflow_accumulation
